Date,IT Dep.,CostElement,Country,Forecast
04/01/2020,Networking,Hardware,Switzerland,"19,331"
06/01/2020,Networking,Hardware,Switzerland,"13,381"
01/01/2020,Networking,Hardware,United Kingdom,"-33,055"
02/01/2020,Networking,Hardware,United Kingdom,"132,521"
03/01/2020,Networking,Hardware,United Kingdom,"306,174"
04/01/2020,Networking,Hardware,United Kingdom,"147,938"
05/01/2020,Networking,Hardware,United Kingdom,"242,726"
06/01/2020,Networking,Hardware,United Kingdom,"142,372"
07/01/2020,Networking,Hardware,United Kingdom,"113,194"
08/01/2020,Networking,Hardware,United Kingdom,"113,194"
09/01/2020,Networking,Hardware,United Kingdom,"113,194"
10/01/2020,Networking,Hardware,United Kingdom,"113,194"
11/01/2020,Networking,Hardware,United Kingdom,"113,194"
12/01/2020,Networking,Hardware,United Kingdom,"113,194"
01/01/2020,Networking,Hardware,USA,"27,236"
02/01/2020,Networking,Hardware,USA,"318,566"
03/01/2020,Networking,Hardware,USA,"211,694"
04/01/2020,Networking,Hardware,USA,"139,592"
05/01/2020,Networking,Hardware,USA,"325,204"
06/01/2020,Networking,Hardware,USA,"183,075"
07/01/2020,Networking,Hardware,USA,"297,157"
08/01/2020,Networking,Hardware,USA,"292,893"
09/01/2020,Networking,Hardware,USA,"287,462"
10/01/2020,Networking,Hardware,USA,"287,462"
11/01/2020,Networking,Hardware,USA,"292,893"
12/01/2020,Networking,Hardware,USA,"287,462"
03/01/2020,Networking,Hardware Maintenance,Mexico,"2,043"
07/01/2020,Networking,Hardware Maintenance,Mexico,-340
08/01/2020,Networking,Hardware Maintenance,Mexico,-340
09/01/2020,Networking,Hardware Maintenance,Mexico,-340
10/01/2020,Networking,Hardware Maintenance,Mexico,-340
11/01/2020,Networking,Hardware Maintenance,Mexico,-340
12/01/2020,Networking,Hardware Maintenance,Mexico,-340
01/01/2020,Networking,Hardware Maintenance,Switzerland,"1,155"
02/01/2020,Networking,Hardware Maintenance,Switzerland,"1,375"
05/01/2020,Networking,Hardware Maintenance,Switzerland,"1,508"
06/01/2020,Networking,Hardware Maintenance,Switzerland,"7,333"
03/01/2020,Networking,Hardware Maintenance,United Kingdom,"14,880"
01/01/2020,Networking,Hardware Maintenance,USA,"8,318"
02/01/2020,Networking,Hardware Maintenance,USA,"7,667"
03/01/2020,Networking,Hardware Maintenance,USA,"6,943"
04/01/2020,Networking,Hardware Maintenance,USA,"9,326"
05/01/2020,Networking,Hardware Maintenance,USA,"25,412"
06/01/2020,Networking,Hardware Maintenance,USA,"9,514"
07/01/2020,Networking,Hardware Maintenance,USA,"8,027"
08/01/2020,Networking,Hardware Maintenance,USA,"3,812"
09/01/2020,Networking,Hardware Maintenance,USA,"3,812"
10/01/2020,Networking,Hardware Maintenance,USA,"8,027"
11/01/2020,Networking,Hardware Maintenance,USA,"3,812"
12/01/2020,Networking,Hardware Maintenance,USA,"3,812"
01/01/2020,Networking,Internal Labor,Germany,"19,777"
02/01/2020,Networking,Internal Labor,Germany,-160
03/01/2020,Networking,Internal Labor,Germany,"16,921"
04/01/2020,Networking,Internal Labor,Germany,"15,607"
05/01/2020,Networking,Internal Labor,Germany,"16,088"
06/01/2020,Networking,Internal Labor,Germany,"15,645"
07/01/2020,Networking,Internal Labor,Germany,"18,386"
08/01/2020,Networking,Internal Labor,Germany,"18,386"
09/01/2020,Networking,Internal Labor,Germany,"18,386"
10/01/2020,Networking,Internal Labor,Germany,"18,386"
11/01/2020,Networking,Internal Labor,Germany,"18,386"
12/01/2020,Networking,Internal Labor,Germany,"18,386"
01/01/2020,Networking,Internal Labor,Switzerland,"-5,559"
02/01/2020,Networking,Internal Labor,Switzerland,"6,224"
03/01/2020,Networking,Internal Labor,Switzerland,"6,836"
04/01/2020,Networking,Internal Labor,Switzerland,"5,597"
05/01/2020,Networking,Internal Labor,Switzerland,"6,459"
06/01/2020,Networking,Internal Labor,Switzerland,"8,264"
01/01/2020,Networking,Internal Labor,United Kingdom,"16,798"
02/01/2020,Networking,Internal Labor,United Kingdom,"15,055"
03/01/2020,Networking,Internal Labor,United Kingdom,"12,398"
04/01/2020,Networking,Internal Labor,United Kingdom,"11,939"
05/01/2020,Networking,Internal Labor,United Kingdom,"12,620"
06/01/2020,Networking,Internal Labor,United Kingdom,"12,531"
07/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
08/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
09/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
10/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
11/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
12/01/2020,Networking,Internal Labor,United Kingdom,"14,423"
01/01/2020,Networking,Internal Labor,USA,"53,507"
02/01/2020,Networking,Internal Labor,USA,"50,757"
03/01/2020,Networking,Internal Labor,USA,"52,531"
04/01/2020,Networking,Internal Labor,USA,"48,831"
05/01/2020,Networking,Internal Labor,USA,"45,793"
06/01/2020,Networking,Internal Labor,USA,"46,488"
07/01/2020,Networking,Internal Labor,USA,"55,500"
08/01/2020,Networking,Internal Labor,USA,"55,500"
09/01/2020,Networking,Internal Labor,USA,"55,500"
10/01/2020,Networking,Internal Labor,USA,"55,500"
11/01/2020,Networking,Internal Labor,USA,"55,500"
12/01/2020,Networking,Internal Labor,USA,"55,500"
06/01/2020,Networking,Moving,Switzerland,28
06/01/2020,Networking,Other,Canada,2
01/01/2020,Networking,Other,Germany,401
02/01/2020,Networking,Other,Germany,345
04/01/2020,Networking,Other,Germany,183
03/01/2020,Networking,Other,Ireland,53
01/01/2020,Networking,Other,Mexico,79
02/01/2020,Networking,Other,Mexico,131
03/01/2020,Networking,Other,Mexico,153
04/01/2020,Networking,Other,Mexico,137
05/01/2020,Networking,Other,Mexico,146
06/01/2020,Networking,Other,Mexico,136
07/01/2020,Networking,Other,Mexico,-130
08/01/2020,Networking,Other,Mexico,-130
09/01/2020,Networking,Other,Mexico,-130
10/01/2020,Networking,Other,Mexico,-130
11/01/2020,Networking,Other,Mexico,-130
12/01/2020,Networking,Other,Mexico,-130
01/01/2020,Networking,Other,Switzerland,818
03/01/2020,Networking,Other,Switzerland,"-5,773"
05/01/2020,Networking,Other,Switzerland,106
06/01/2020,Networking,Other,Switzerland,"-5,271"
01/01/2020,Networking,Other,United Kingdom,718
02/01/2020,Networking,Other,United Kingdom,464
03/01/2020,Networking,Other,United Kingdom,649
04/01/2020,Networking,Other,United Kingdom,27
05/01/2020,Networking,Other,United Kingdom,726
06/01/2020,Networking,Other,United Kingdom,-309
01/01/2020,Networking,Other,USA,35
02/01/2020,Networking,Other,USA,270
03/01/2020,Networking,Other,USA,"325,430"
04/01/2020,Networking,Other,USA,308
05/01/2020,Networking,Other,USA,238
06/01/2020,Networking,Other,USA,"287,400"
07/01/2020,Networking,Other,USA,"10,175"
08/01/2020,Networking,Other,USA,"10,868"
09/01/2020,Networking,Other,USA,"289,925"
10/01/2020,Networking,Other,USA,"10,175"
11/01/2020,Networking,Other,USA,"10,868"
12/01/2020,Networking,Other,USA,"289,925"
02/01/2020,Networking,Project Expenses,United Kingdom,"-4,108"
03/01/2020,Networking,Project Expenses,United Kingdom,"8,911"
01/01/2020,Networking,Project Expenses,USA,467
03/01/2020,Networking,Project Expenses,USA,"31,533"
01/01/2020,Networking,Recognition,USA,280
07/01/2020,Networking,Recognition,USA,24
08/01/2020,Networking,Recognition,USA,24
09/01/2020,Networking,Recognition,USA,24
10/01/2020,Networking,Recognition,USA,24
11/01/2020,Networking,Recognition,USA,24
12/01/2020,Networking,Recognition,USA,24
01/01/2020,Networking,Severance,Switzerland,"15,214"
01/01/2020,Networking,Software,United Kingdom,"-5,813"
06/01/2020,Networking,Software,United Kingdom,"9,462"
03/01/2020,Networking,Software,USA,"39,517"
04/01/2020,Networking,Software,USA,73
06/01/2020,Networking,Software,USA,5
07/01/2020,Networking,Software,USA,"10,691"
08/01/2020,Networking,Software,USA,"10,691"
09/01/2020,Networking,Software,USA,"10,691"
10/01/2020,Networking,Software,USA,"10,691"
11/01/2020,Networking,Software,USA,"10,691"
12/01/2020,Networking,Software,USA,"10,691"
04/01/2020,Networking,Software Maintenance,Switzerland,930
07/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
08/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
09/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
10/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
11/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
12/01/2020,Networking,Software Maintenance,United Kingdom,"10,771"
01/01/2020,Networking,Software Maintenance,USA,"9,933"
02/01/2020,Networking,Software Maintenance,USA,"49,176"
03/01/2020,Networking,Software Maintenance,USA,"104,978"
04/01/2020,Networking,Software Maintenance,USA,"26,474"
05/01/2020,Networking,Software Maintenance,USA,"55,166"
06/01/2020,Networking,Software Maintenance,USA,"115,062"
07/01/2020,Networking,Software Maintenance,USA,"9,879"
08/01/2020,Networking,Software Maintenance,USA,"158,631"
09/01/2020,Networking,Software Maintenance,USA,"9,879"
10/01/2020,Networking,Software Maintenance,USA,"9,879"
11/01/2020,Networking,Software Maintenance,USA,"155,256"
12/01/2020,Networking,Software Maintenance,USA,"9,879"
03/01/2020,Networking,Supplies,Switzerland,46
04/01/2020,Networking,Supplies,Switzerland,425
05/01/2020,Networking,Supplies,Switzerland,62
06/01/2020,Networking,Supplies,Switzerland,"1,634"
02/01/2020,Networking,Supplies,United Kingdom,367
07/01/2020,Networking,Supplies,United Kingdom,146
08/01/2020,Networking,Supplies,United Kingdom,146
09/01/2020,Networking,Supplies,United Kingdom,146
10/01/2020,Networking,Supplies,United Kingdom,146
11/01/2020,Networking,Supplies,United Kingdom,146
12/01/2020,Networking,Supplies,United Kingdom,146
01/01/2020,Networking,Supplies,USA,60
02/01/2020,Networking,Supplies,USA,814
03/01/2020,Networking,Supplies,USA,124
04/01/2020,Networking,Supplies,USA,"1,465"
05/01/2020,Networking,Supplies,USA,81
06/01/2020,Networking,Supplies,USA,163
07/01/2020,Networking,Supplies,USA,"1,005"
08/01/2020,Networking,Supplies,USA,"1,005"
09/01/2020,Networking,Supplies,USA,"1,005"
10/01/2020,Networking,Supplies,USA,"1,005"
11/01/2020,Networking,Supplies,USA,"1,005"
12/01/2020,Networking,Supplies,USA,"1,005"
01/01/2020,Networking,Taxes,USA,"4,812"
02/01/2020,Networking,Taxes,USA,"5,689"
03/01/2020,Networking,Taxes,USA,"8,926"
04/01/2020,Networking,Taxes,USA,"5,141"
05/01/2020,Networking,Taxes,USA,"5,297"
06/01/2020,Networking,Taxes,USA,"4,335"
07/01/2020,Networking,Taxes,USA,"7,149"
08/01/2020,Networking,Taxes,USA,"7,149"
09/01/2020,Networking,Taxes,USA,"7,149"
10/01/2020,Networking,Taxes,USA,"7,149"
11/01/2020,Networking,Taxes,USA,"7,149"
12/01/2020,Networking,Taxes,USA,"7,149"
01/01/2020,Networking,Telecomm,Canada,"3,729"
02/01/2020,Networking,Telecomm,Canada,-90
03/01/2020,Networking,Telecomm,Canada,"3,972"
04/01/2020,Networking,Telecomm,Canada,"2,991"
05/01/2020,Networking,Telecomm,Canada,"4,001"
06/01/2020,Networking,Telecomm,Canada,"2,787"
07/01/2020,Networking,Telecomm,Canada,"4,780"
08/01/2020,Networking,Telecomm,Canada,"4,780"
09/01/2020,Networking,Telecomm,Canada,"4,780"
10/01/2020,Networking,Telecomm,Canada,"4,780"
11/01/2020,Networking,Telecomm,Canada,"4,780"
12/01/2020,Networking,Telecomm,Canada,"4,780"
02/01/2020,Networking,Telecomm,Germany,1
03/01/2020,Networking,Telecomm,Germany,2
05/01/2020,Networking,Telecomm,Germany,1
01/01/2020,Networking,Telecomm,Mexico,101
02/01/2020,Networking,Telecomm,Mexico,365
03/01/2020,Networking,Telecomm,Mexico,"7,357"
04/01/2020,Networking,Telecomm,Mexico,321
05/01/2020,Networking,Telecomm,Mexico,488
06/01/2020,Networking,Telecomm,Mexico,413
07/01/2020,Networking,Telecomm,Mexico,"-1,507"
08/01/2020,Networking,Telecomm,Mexico,"-1,507"
09/01/2020,Networking,Telecomm,Mexico,"-1,507"
10/01/2020,Networking,Telecomm,Mexico,"-1,507"
11/01/2020,Networking,Telecomm,Mexico,"-1,507"
12/01/2020,Networking,Telecomm,Mexico,"-1,507"
01/01/2020,Networking,Telecomm,Switzerland,"1,771"
02/01/2020,Networking,Telecomm,Switzerland,"1,686"
03/01/2020,Networking,Telecomm,Switzerland,"1,929"
04/01/2020,Networking,Telecomm,Switzerland,"1,123"
05/01/2020,Networking,Telecomm,Switzerland,"1,711"
06/01/2020,Networking,Telecomm,Switzerland,"2,368"
07/01/2020,Networking,Telecomm,Switzerland,-63
08/01/2020,Networking,Telecomm,Switzerland,-63
09/01/2020,Networking,Telecomm,Switzerland,-63
10/01/2020,Networking,Telecomm,Switzerland,-63
11/01/2020,Networking,Telecomm,Switzerland,-63
12/01/2020,Networking,Telecomm,Switzerland,-63
01/01/2020,Networking,Telecomm,United Kingdom,106
02/01/2020,Networking,Telecomm,United Kingdom,"10,886"
03/01/2020,Networking,Telecomm,United Kingdom,"25,805"
04/01/2020,Networking,Telecomm,United Kingdom,"6,348"
05/01/2020,Networking,Telecomm,United Kingdom,"108,085"
06/01/2020,Networking,Telecomm,United Kingdom,"-28,190"
07/01/2020,Networking,Telecomm,United Kingdom,"1,344"
08/01/2020,Networking,Telecomm,United Kingdom,"1,344"
09/01/2020,Networking,Telecomm,United Kingdom,"1,344"
10/01/2020,Networking,Telecomm,United Kingdom,"1,344"
11/01/2020,Networking,Telecomm,United Kingdom,"1,344"
12/01/2020,Networking,Telecomm,United Kingdom,"1,344"
01/01/2020,Networking,Telecomm,USA,"281,802"
02/01/2020,Networking,Telecomm,USA,"-374,390"
03/01/2020,Networking,Telecomm,USA,"382,627"
04/01/2020,Networking,Telecomm,USA,"512,268"
05/01/2020,Networking,Telecomm,USA,"549,738"
06/01/2020,Networking,Telecomm,USA,"-342,506"
07/01/2020,Networking,Telecomm,USA,"301,804"
08/01/2020,Networking,Telecomm,USA,"301,444"
09/01/2020,Networking,Telecomm,USA,"301,444"
10/01/2020,Networking,Telecomm,USA,"301,804"
11/01/2020,Networking,Telecomm,USA,"301,444"
12/01/2020,Networking,Telecomm,USA,"301,444"
01/01/2020,Networking,Training,Germany,122
05/01/2020,Networking,Training,Germany,198
02/01/2020,Networking,Training,Switzerland,155
03/01/2020,Networking,Training,Switzerland,263
06/01/2020,Networking,Training,Switzerland,110
02/01/2020,Networking,Training,United Kingdom,49
04/01/2020,Networking,Training,United Kingdom,30
05/01/2020,Networking,Training,United Kingdom,443
06/01/2020,Networking,Training,United Kingdom,62
07/01/2020,Networking,Training,United Kingdom,478
08/01/2020,Networking,Training,United Kingdom,478
09/01/2020,Networking,Training,United Kingdom,478
10/01/2020,Networking,Training,United Kingdom,478
11/01/2020,Networking,Training,United Kingdom,478
12/01/2020,Networking,Training,United Kingdom,478
02/01/2020,Networking,Training,USA,462
03/01/2020,Networking,Training,USA,264
04/01/2020,Networking,Training,USA,284
05/01/2020,Networking,Training,USA,899
07/01/2020,Networking,Training,USA,657
08/01/2020,Networking,Training,USA,657
09/01/2020,Networking,Training,USA,657
10/01/2020,Networking,Training,USA,657
11/01/2020,Networking,Training,USA,657
12/01/2020,Networking,Training,USA,657
03/01/2020,Networking,Travel,Germany,438
05/01/2020,Networking,Travel,Germany,8
03/01/2020,Networking,Travel,Ireland,53
01/01/2020,Networking,Travel,Switzerland,"4,620"
02/01/2020,Networking,Travel,Switzerland,394
03/01/2020,Networking,Travel,Switzerland,"6,387"
04/01/2020,Networking,Travel,Switzerland,"3,696"
05/01/2020,Networking,Travel,Switzerland,"1,768"
06/01/2020,Networking,Travel,Switzerland,785
01/01/2020,Networking,Travel,United Kingdom,117
02/01/2020,Networking,Travel,United Kingdom,"1,462"
03/01/2020,Networking,Travel,United Kingdom,"1,529"
04/01/2020,Networking,Travel,United Kingdom,792
05/01/2020,Networking,Travel,United Kingdom,-191
06/01/2020,Networking,Travel,United Kingdom,15
07/01/2020,Networking,Travel,United Kingdom,"2,526"
08/01/2020,Networking,Travel,United Kingdom,"2,526"
09/01/2020,Networking,Travel,United Kingdom,"2,526"
10/01/2020,Networking,Travel,United Kingdom,"2,526"
11/01/2020,Networking,Travel,United Kingdom,"2,526"
12/01/2020,Networking,Travel,United Kingdom,"2,526"
03/01/2020,Networking,Travel,USA,124
04/01/2020,Networking,Travel,USA,"3,102"
05/01/2020,Networking,Travel,USA,119
06/01/2020,Networking,Travel,USA,"1,493"
07/01/2020,Networking,Travel,USA,"1,417"
08/01/2020,Networking,Travel,USA,"1,417"
09/01/2020,Networking,Travel,USA,"1,417"
10/01/2020,Networking,Travel,USA,"1,417"
11/01/2020,Networking,Travel,USA,"1,417"
12/01/2020,Networking,Travel,USA,"1,417"
01/01/2020,Networking,Vehicles,Switzerland,183
02/01/2020,Networking,Vehicles,Switzerland,"1,309"
03/01/2020,Networking,Vehicles,Switzerland,-467
04/01/2020,Networking,Vehicles,Switzerland,183
05/01/2020,Networking,Vehicles,Switzerland,183
06/01/2020,Networking,Vehicles,Switzerland,183
01/01/2020,Networking,Vehicles,United Kingdom,310
02/01/2020,Networking,Vehicles,United Kingdom,302
03/01/2020,Networking,Vehicles,United Kingdom,313
04/01/2020,Networking,Vehicles,United Kingdom,393
05/01/2020,Networking,Vehicles,United Kingdom,291
06/01/2020,Networking,Vehicles,United Kingdom,797
02/01/2020,Other,Telecomm,USA,52
01/01/2020,Planning,Amortization,USA,834
02/01/2020,Planning,Amortization,USA,"279,844"
03/01/2020,Planning,Amortization,USA,"276,965"
04/01/2020,Planning,Amortization,USA,"272,563"
05/01/2020,Planning,Amortization,USA,"264,799"
06/01/2020,Planning,Amortization,USA,"272,222"
07/01/2020,Planning,Amortization,USA,"501,153"
08/01/2020,Planning,Amortization,USA,"357,279"
09/01/2020,Planning,Amortization,USA,"351,503"
10/01/2020,Planning,Amortization,USA,"351,502"
11/01/2020,Planning,Amortization,USA,"350,471"
12/01/2020,Planning,Amortization,USA,"348,938"
02/01/2020,Planning,CAPEX,United Kingdom,66
03/01/2020,Planning,CAPEX,United Kingdom,4
04/01/2020,Planning,CAPEX,United Kingdom,4
01/01/2020,Planning,CAPEX,USA,75
02/01/2020,Planning,CAPEX,USA,"5,577"
03/01/2020,Planning,CAPEX,USA,42
03/01/2020,Planning,Depreciation,Brazil,4
04/01/2020,Planning,Depreciation,Brazil,4
05/01/2020,Planning,Depreciation,Brazil,4
06/01/2020,Planning,Depreciation,Brazil,4
07/01/2020,Planning,Depreciation,Brazil,-3
08/01/2020,Planning,Depreciation,Brazil,-3
09/01/2020,Planning,Depreciation,Brazil,-3
10/01/2020,Planning,Depreciation,Brazil,-3
11/01/2020,Planning,Depreciation,Brazil,-3
12/01/2020,Planning,Depreciation,Brazil,-3
01/01/2020,Planning,Depreciation,USA,"316,624"
02/01/2020,Planning,Depreciation,USA,"51,392"
03/01/2020,Planning,Depreciation,USA,"66,408"
04/01/2020,Planning,Depreciation,USA,"57,234"
05/01/2020,Planning,Depreciation,USA,"49,698"
06/01/2020,Planning,Depreciation,USA,"48,442"
01/01/2020,Planning,Employee Performance,USA,43
02/01/2020,Planning,Employee Performance,USA,190
03/01/2020,Planning,Employee Performance,USA,146
04/01/2020,Planning,Employee Performance,USA,85
05/01/2020,Planning,Employee Performance,USA,"1,907"
06/01/2020,Planning,Employee Performance,USA,940
02/01/2020,Planning,External Labor,Italy,153
03/01/2020,Planning,External Labor,Italy,20
04/01/2020,Planning,External Labor,Italy,"1,451"
05/01/2020,Planning,External Labor,Italy,508
06/01/2020,Planning,External Labor,Italy,490
10/01/2020,Planning,External Labor,Italy,"1,224"
11/01/2020,Planning,External Labor,Italy,"1,224"
12/01/2020,Planning,External Labor,Italy,"1,224"
01/01/2020,Planning,External Labor,United Kingdom,"1,379"
02/01/2020,Planning,External Labor,United Kingdom,718
03/01/2020,Planning,External Labor,United Kingdom,"2,347"
04/01/2020,Planning,External Labor,United Kingdom,"2,701"
05/01/2020,Planning,External Labor,United Kingdom,"6,162"
07/01/2020,Planning,External Labor,United Kingdom,"2,132"
08/01/2020,Planning,External Labor,United Kingdom,"2,132"
09/01/2020,Planning,External Labor,United Kingdom,"2,132"
10/01/2020,Planning,External Labor,United Kingdom,"1,623"
11/01/2020,Planning,External Labor,United Kingdom,"1,623"
12/01/2020,Planning,External Labor,United Kingdom,"1,623"
01/01/2020,Planning,External Labor,USA,"21,891"
02/01/2020,Planning,External Labor,USA,"619,954"
03/01/2020,Planning,External Labor,USA,"538,887"
04/01/2020,Planning,External Labor,USA,"487,155"
05/01/2020,Planning,External Labor,USA,"909,350"
06/01/2020,Planning,External Labor,USA,"317,491"
07/01/2020,Planning,External Labor,USA,"504,013"
08/01/2020,Planning,External Labor,USA,"525,013"
09/01/2020,Planning,External Labor,USA,"525,013"
10/01/2020,Planning,External Labor,USA,"546,914"
11/01/2020,Planning,External Labor,USA,"519,827"
12/01/2020,Planning,External Labor,USA,"518,779"
02/01/2020,Planning,Hardware,United Kingdom,52
03/01/2020,Planning,Hardware,United Kingdom,4
06/01/2020,Planning,Hardware,United Kingdom,-53
01/01/2020,Planning,Hardware,USA,218
02/01/2020,Planning,Hardware,USA,"8,987"
03/01/2020,Planning,Hardware,USA,"6,862"
04/01/2020,Planning,Hardware,USA,548
05/01/2020,Planning,Hardware,USA,"2,348"
06/01/2020,Planning,Hardware,USA,"6,955"
07/01/2020,Planning,Hardware,USA,"19,340"
08/01/2020,Planning,Hardware,USA,"37,340"
09/01/2020,Planning,Hardware,USA,"68,465"
10/01/2020,Planning,Hardware,USA,"21,302"
11/01/2020,Planning,Hardware,USA,"19,340"
12/01/2020,Planning,Hardware,USA,"68,465"
07/01/2020,Planning,Hardware Maintenance,Brazil,"1,324"
08/01/2020,Planning,Hardware Maintenance,Brazil,"1,324"
09/01/2020,Planning,Hardware Maintenance,Brazil,"1,324"
10/01/2020,Planning,Hardware Maintenance,Brazil,"1,324"
11/01/2020,Planning,Hardware Maintenance,Brazil,"1,324"
12/01/2020,Planning,Hardware Maintenance,Brazil,"1,336"
02/01/2020,Planning,Hardware Maintenance,Italy,"6,162"
03/01/2020,Planning,Hardware Maintenance,Italy,"6,211"
04/01/2020,Planning,Hardware Maintenance,Italy,"6,341"
05/01/2020,Planning,Hardware Maintenance,Italy,"6,659"
06/01/2020,Planning,Hardware Maintenance,Italy,"6,424"
07/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
08/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
09/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
10/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
11/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
12/01/2020,Planning,Hardware Maintenance,Italy,"6,528"
07/01/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
08/01/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
09/01/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
10/01/2020,Planning,Hardware Maintenance,United Kingdom,486
11/01/2020,Planning,Hardware Maintenance,United Kingdom,486
12/01/2020,Planning,Hardware Maintenance,United Kingdom,486
01/01/2020,Planning,Hardware Maintenance,USA,116
02/01/2020,Planning,Hardware Maintenance,USA,"2,447"
04/01/2020,Planning,Hardware Maintenance,USA,"2,462"
07/01/2020,Planning,Hardware Maintenance,USA,"13,190"
08/01/2020,Planning,Hardware Maintenance,USA,"13,190"
09/01/2020,Planning,Hardware Maintenance,USA,"13,190"
10/01/2020,Planning,Hardware Maintenance,USA,"13,190"
11/01/2020,Planning,Hardware Maintenance,USA,"13,190"
12/01/2020,Planning,Hardware Maintenance,USA,"13,197"
01/01/2020,Planning,Inbound Allocations,United Kingdom,"-3,838"
02/01/2020,Planning,Inbound Allocations,United Kingdom,"-1,964"
03/01/2020,Planning,Inbound Allocations,United Kingdom,-216
04/01/2020,Planning,Inbound Allocations,United Kingdom,"7,304"
05/01/2020,Planning,Inbound Allocations,United Kingdom,"-3,750"
06/01/2020,Planning,Inbound Allocations,United Kingdom,"21,195"
07/01/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
08/01/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
09/01/2020,Planning,Inbound Allocations,United Kingdom,"7,018"
10/01/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
11/01/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
12/01/2020,Planning,Inbound Allocations,United Kingdom,"6,872"
01/01/2020,Planning,Internal Labor,France,"13,002"
02/01/2020,Planning,Internal Labor,France,"7,509"
03/01/2020,Planning,Internal Labor,France,"9,475"
04/01/2020,Planning,Internal Labor,France,"9,708"
05/01/2020,Planning,Internal Labor,France,"10,194"
06/01/2020,Planning,Internal Labor,France,"6,945"
07/01/2020,Planning,Internal Labor,France,"7,208"
08/01/2020,Planning,Internal Labor,France,"7,208"
09/01/2020,Planning,Internal Labor,France,"7,208"
10/01/2020,Planning,Internal Labor,France,"6,120"
11/01/2020,Planning,Internal Labor,France,"6,120"
12/01/2020,Planning,Internal Labor,France,"6,120"
01/01/2020,Planning,Internal Labor,United Kingdom,"11,120"
02/01/2020,Planning,Internal Labor,United Kingdom,"6,299"
03/01/2020,Planning,Internal Labor,United Kingdom,"52,791"
04/01/2020,Planning,Internal Labor,United Kingdom,"4,495"
05/01/2020,Planning,Internal Labor,United Kingdom,"4,693"
06/01/2020,Planning,Internal Labor,United Kingdom,"4,995"
07/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
08/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
09/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
10/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
11/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
12/01/2020,Planning,Internal Labor,United Kingdom,"4,559"
01/01/2020,Planning,Internal Labor,USA,"401,282"
02/01/2020,Planning,Internal Labor,USA,"388,630"
03/01/2020,Planning,Internal Labor,USA,"432,722"
04/01/2020,Planning,Internal Labor,USA,"390,954"
05/01/2020,Planning,Internal Labor,USA,"375,724"
06/01/2020,Planning,Internal Labor,USA,"374,346"
07/01/2020,Planning,Internal Labor,USA,"402,739"
08/01/2020,Planning,Internal Labor,USA,"402,678"
09/01/2020,Planning,Internal Labor,USA,"401,734"
10/01/2020,Planning,Internal Labor,USA,"411,571"
11/01/2020,Planning,Internal Labor,USA,"409,841"
12/01/2020,Planning,Internal Labor,USA,"408,152"
04/01/2020,Planning,Moving,USA,"1,640"
05/01/2020,Planning,Moving,USA,191
01/01/2020,Planning,Other,France,13
03/01/2020,Planning,Other,Italy,"-5,073"
01/01/2020,Planning,Other,United Kingdom,18
02/01/2020,Planning,Other,United Kingdom,202
03/01/2020,Planning,Other,United Kingdom,-142
04/01/2020,Planning,Other,United Kingdom,113
06/01/2020,Planning,Other,United Kingdom,"34,682"
07/01/2020,Planning,Other,United Kingdom,49
08/01/2020,Planning,Other,United Kingdom,49
09/01/2020,Planning,Other,United Kingdom,"35,281"
10/01/2020,Planning,Other,United Kingdom,49
11/01/2020,Planning,Other,United Kingdom,49
12/01/2020,Planning,Other,United Kingdom,"35,876"
01/01/2020,Planning,Other,USA,"1,415"
02/01/2020,Planning,Other,USA,691
03/01/2020,Planning,Other,USA,852
04/01/2020,Planning,Other,USA,"6,363"
05/01/2020,Planning,Other,USA,266
06/01/2020,Planning,Other,USA,471
07/01/2020,Planning,Other,USA,"3,970"
08/01/2020,Planning,Other,USA,"3,970"
09/01/2020,Planning,Other,USA,"3,970"
10/01/2020,Planning,Other,USA,"14,470"
11/01/2020,Planning,Other,USA,"32,770"
