Date,IT Dep.,CostElement,Country,Forecast
07/01/2020,Data Centers,Internal Labor,Spain,"4,010"
08/01/2020,Data Centers,Internal Labor,Spain,"4,010"
09/01/2020,Data Centers,Internal Labor,Spain,"4,010"
10/01/2020,Data Centers,Internal Labor,Spain,"4,010"
11/01/2020,Data Centers,Internal Labor,Spain,"4,010"
12/01/2020,Data Centers,Internal Labor,Spain,"4,010"
01/01/2020,Data Centers,Internal Labor,United Kingdom,"9,797"
02/01/2020,Data Centers,Internal Labor,United Kingdom,"10,127"
03/01/2020,Data Centers,Internal Labor,United Kingdom,"10,614"
04/01/2020,Data Centers,Internal Labor,United Kingdom,"10,425"
05/01/2020,Data Centers,Internal Labor,United Kingdom,"10,905"
06/01/2020,Data Centers,Internal Labor,United Kingdom,"10,711"
07/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
08/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
09/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
10/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
11/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
12/01/2020,Data Centers,Internal Labor,United Kingdom,"12,463"
01/01/2020,Data Centers,Internal Labor,USA,"138,204"
02/01/2020,Data Centers,Internal Labor,USA,"131,641"
03/01/2020,Data Centers,Internal Labor,USA,"143,347"
04/01/2020,Data Centers,Internal Labor,USA,"133,302"
05/01/2020,Data Centers,Internal Labor,USA,"127,910"
06/01/2020,Data Centers,Internal Labor,USA,"119,088"
07/01/2020,Data Centers,Internal Labor,USA,"130,266"
08/01/2020,Data Centers,Internal Labor,USA,"130,259"
09/01/2020,Data Centers,Internal Labor,USA,"130,057"
10/01/2020,Data Centers,Internal Labor,USA,"133,251"
11/01/2020,Data Centers,Internal Labor,USA,"132,591"
12/01/2020,Data Centers,Internal Labor,USA,"131,847"
02/01/2020,Data Centers,Other,Austria,110
03/01/2020,Data Centers,Other,Austria,33
04/01/2020,Data Centers,Other,Austria,34
05/01/2020,Data Centers,Other,Austria,36
06/01/2020,Data Centers,Other,Austria,34
01/01/2020,Data Centers,Other,Germany,19
03/01/2020,Data Centers,Other,Germany,42
07/01/2020,Data Centers,Other,Germany,780
08/01/2020,Data Centers,Other,Germany,780
09/01/2020,Data Centers,Other,Germany,780
10/01/2020,Data Centers,Other,Germany,780
11/01/2020,Data Centers,Other,Germany,780
12/01/2020,Data Centers,Other,Germany,780
01/01/2020,Data Centers,Other,Netherlands,5
02/01/2020,Data Centers,Other,Netherlands,5
03/01/2020,Data Centers,Other,Netherlands,5
04/01/2020,Data Centers,Other,Netherlands,5
05/01/2020,Data Centers,Other,Netherlands,6
06/01/2020,Data Centers,Other,Netherlands,5
01/01/2020,Data Centers,Other,Spain,87
02/01/2020,Data Centers,Other,Spain,42
03/01/2020,Data Centers,Other,Spain,40
06/01/2020,Data Centers,Other,Spain,109
01/01/2020,Data Centers,Other,United Kingdom,226
02/01/2020,Data Centers,Other,United Kingdom,"-3,041"
03/01/2020,Data Centers,Other,United Kingdom,448
04/01/2020,Data Centers,Other,United Kingdom,136
05/01/2020,Data Centers,Other,United Kingdom,351
06/01/2020,Data Centers,Other,United Kingdom,-16
07/01/2020,Data Centers,Other,United Kingdom,"37,015"
08/01/2020,Data Centers,Other,United Kingdom,"37,015"
09/01/2020,Data Centers,Other,United Kingdom,"37,015"
10/01/2020,Data Centers,Other,United Kingdom,"37,015"
11/01/2020,Data Centers,Other,United Kingdom,"37,015"
12/01/2020,Data Centers,Other,United Kingdom,"37,015"
01/01/2020,Data Centers,Other,USA,12
02/01/2020,Data Centers,Other,USA,"1,069"
03/01/2020,Data Centers,Other,USA,130
04/01/2020,Data Centers,Other,USA,31
05/01/2020,Data Centers,Other,USA,90
06/01/2020,Data Centers,Other,USA,131
07/01/2020,Data Centers,Other,USA,"55,570"
08/01/2020,Data Centers,Other,USA,"55,570"
09/01/2020,Data Centers,Other,USA,"53,581"
10/01/2020,Data Centers,Other,USA,"13,699"
11/01/2020,Data Centers,Other,USA,"13,699"
12/01/2020,Data Centers,Other,USA,"13,699"
01/01/2020,Data Centers,Project Expenses,United Kingdom,"-2,735"
02/01/2020,Data Centers,Project Expenses,United Kingdom,"9,073"
04/01/2020,Data Centers,Project Expenses,United Kingdom,"8,214"
05/01/2020,Data Centers,Project Expenses,United Kingdom,"13,715"
06/01/2020,Data Centers,Project Expenses,United Kingdom,"-21,546"
01/01/2020,Data Centers,Project Expenses,USA,"19,804"
02/01/2020,Data Centers,Project Expenses,USA,"2,042"
01/01/2020,Data Centers,Recognition,Austria,31
02/01/2020,Data Centers,Recognition,Austria,32
03/01/2020,Data Centers,Recognition,Austria,32
04/01/2020,Data Centers,Recognition,Austria,32
05/01/2020,Data Centers,Recognition,Austria,45
06/01/2020,Data Centers,Recognition,Austria,43
07/01/2020,Data Centers,Recognition,USA,109
08/01/2020,Data Centers,Recognition,USA,109
09/01/2020,Data Centers,Recognition,USA,109
10/01/2020,Data Centers,Recognition,USA,109
11/01/2020,Data Centers,Recognition,USA,109
12/01/2020,Data Centers,Recognition,USA,109
01/01/2020,Data Centers,Severance,Austria,34
02/01/2020,Data Centers,Severance,Austria,35
03/01/2020,Data Centers,Severance,Austria,36
04/01/2020,Data Centers,Severance,Austria,37
05/01/2020,Data Centers,Severance,Austria,39
06/01/2020,Data Centers,Severance,Austria,75
01/01/2020,Data Centers,Software,United Kingdom,"-3,337"
02/01/2020,Data Centers,Software,United Kingdom,"3,690"
03/01/2020,Data Centers,Software,United Kingdom,"9,318"
06/01/2020,Data Centers,Software,United Kingdom,"2,465"
01/01/2020,Data Centers,Software,USA,"28,343"
02/01/2020,Data Centers,Software,USA,"38,230"
03/01/2020,Data Centers,Software,USA,"11,956"
04/01/2020,Data Centers,Software,USA,"25,847"
05/01/2020,Data Centers,Software,USA,"24,389"
06/01/2020,Data Centers,Software,USA,"34,472"
07/01/2020,Data Centers,Software,USA,"12,744"
08/01/2020,Data Centers,Software,USA,"12,744"
09/01/2020,Data Centers,Software,USA,"12,744"
10/01/2020,Data Centers,Software,USA,"11,644"
11/01/2020,Data Centers,Software,USA,"11,644"
12/01/2020,Data Centers,Software,USA,"11,644"
01/01/2020,Data Centers,Software Maintenance,United Kingdom,"4,249"
02/01/2020,Data Centers,Software Maintenance,United Kingdom,"14,980"
05/01/2020,Data Centers,Software Maintenance,United Kingdom,"-5,002"
06/01/2020,Data Centers,Software Maintenance,United Kingdom,"4,294"
07/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
08/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
09/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
10/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
11/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
12/01/2020,Data Centers,Software Maintenance,United Kingdom,"12,036"
01/01/2020,Data Centers,Software Maintenance,USA,"149,664"
02/01/2020,Data Centers,Software Maintenance,USA,"117,971"
03/01/2020,Data Centers,Software Maintenance,USA,"229,863"
04/01/2020,Data Centers,Software Maintenance,USA,"73,798"
05/01/2020,Data Centers,Software Maintenance,USA,"-2,877"
06/01/2020,Data Centers,Software Maintenance,USA,"94,578"
07/01/2020,Data Centers,Software Maintenance,USA,"76,710"
08/01/2020,Data Centers,Software Maintenance,USA,"103,674"
09/01/2020,Data Centers,Software Maintenance,USA,"86,338"
10/01/2020,Data Centers,Software Maintenance,USA,"77,353"
11/01/2020,Data Centers,Software Maintenance,USA,"82,356"
12/01/2020,Data Centers,Software Maintenance,USA,"88,015"
07/01/2020,Data Centers,Supplies,Austria,72
08/01/2020,Data Centers,Supplies,Austria,72
09/01/2020,Data Centers,Supplies,Austria,72
10/01/2020,Data Centers,Supplies,Austria,72
11/01/2020,Data Centers,Supplies,Austria,72
12/01/2020,Data Centers,Supplies,Austria,72
07/01/2020,Data Centers,Supplies,Germany,78
08/01/2020,Data Centers,Supplies,Germany,78
09/01/2020,Data Centers,Supplies,Germany,78
10/01/2020,Data Centers,Supplies,Germany,78
11/01/2020,Data Centers,Supplies,Germany,78
12/01/2020,Data Centers,Supplies,Germany,78
03/01/2020,Data Centers,Supplies,Spain,8
07/01/2020,Data Centers,Supplies,Spain,30
08/01/2020,Data Centers,Supplies,Spain,30
09/01/2020,Data Centers,Supplies,Spain,30
10/01/2020,Data Centers,Supplies,Spain,30
11/01/2020,Data Centers,Supplies,Spain,30
12/01/2020,Data Centers,Supplies,Spain,30
07/01/2020,Data Centers,Supplies,United Kingdom,254
08/01/2020,Data Centers,Supplies,United Kingdom,254
09/01/2020,Data Centers,Supplies,United Kingdom,254
10/01/2020,Data Centers,Supplies,United Kingdom,254
11/01/2020,Data Centers,Supplies,United Kingdom,254
12/01/2020,Data Centers,Supplies,United Kingdom,254
01/01/2020,Data Centers,Supplies,USA,119
02/01/2020,Data Centers,Supplies,USA,68
03/01/2020,Data Centers,Supplies,USA,250
04/01/2020,Data Centers,Supplies,USA,426
06/01/2020,Data Centers,Supplies,USA,125
07/01/2020,Data Centers,Supplies,USA,750
08/01/2020,Data Centers,Supplies,USA,750
09/01/2020,Data Centers,Supplies,USA,750
10/01/2020,Data Centers,Supplies,USA,750
11/01/2020,Data Centers,Supplies,USA,750
12/01/2020,Data Centers,Supplies,USA,750
01/01/2020,Data Centers,Taxes,USA,"19,219"
02/01/2020,Data Centers,Taxes,USA,"15,456"
03/01/2020,Data Centers,Taxes,USA,"17,338"
04/01/2020,Data Centers,Taxes,USA,"17,338"
05/01/2020,Data Centers,Taxes,USA,"17,338"
06/01/2020,Data Centers,Taxes,USA,"17,338"
07/01/2020,Data Centers,Taxes,USA,"17,338"
08/01/2020,Data Centers,Taxes,USA,"17,338"
09/01/2020,Data Centers,Taxes,USA,"17,338"
10/01/2020,Data Centers,Taxes,USA,"17,338"
11/01/2020,Data Centers,Taxes,USA,"17,338"
12/01/2020,Data Centers,Taxes,USA,"17,338"
01/01/2020,Data Centers,Telecomm,Austria,-9
02/01/2020,Data Centers,Telecomm,Austria,13
03/01/2020,Data Centers,Telecomm,Austria,11
04/01/2020,Data Centers,Telecomm,Austria,11
05/01/2020,Data Centers,Telecomm,Austria,12
06/01/2020,Data Centers,Telecomm,Austria,12
07/01/2020,Data Centers,Telecomm,Austria,123
08/01/2020,Data Centers,Telecomm,Austria,123
09/01/2020,Data Centers,Telecomm,Austria,123
10/01/2020,Data Centers,Telecomm,Austria,123
11/01/2020,Data Centers,Telecomm,Austria,123
12/01/2020,Data Centers,Telecomm,Austria,123
07/01/2020,Data Centers,Telecomm,Germany,135
08/01/2020,Data Centers,Telecomm,Germany,135
09/01/2020,Data Centers,Telecomm,Germany,135
10/01/2020,Data Centers,Telecomm,Germany,135
11/01/2020,Data Centers,Telecomm,Germany,135
12/01/2020,Data Centers,Telecomm,Germany,135
01/01/2020,Data Centers,Telecomm,Spain,39
07/01/2020,Data Centers,Telecomm,Spain,59
08/01/2020,Data Centers,Telecomm,Spain,59
09/01/2020,Data Centers,Telecomm,Spain,59
10/01/2020,Data Centers,Telecomm,Spain,59
11/01/2020,Data Centers,Telecomm,Spain,59
12/01/2020,Data Centers,Telecomm,Spain,59
01/01/2020,Data Centers,Telecomm,United Kingdom,5
02/01/2020,Data Centers,Telecomm,United Kingdom,521
04/01/2020,Data Centers,Telecomm,United Kingdom,50
06/01/2020,Data Centers,Telecomm,United Kingdom,145
07/01/2020,Data Centers,Telecomm,United Kingdom,127
08/01/2020,Data Centers,Telecomm,United Kingdom,127
09/01/2020,Data Centers,Telecomm,United Kingdom,127
10/01/2020,Data Centers,Telecomm,United Kingdom,127
11/01/2020,Data Centers,Telecomm,United Kingdom,127
12/01/2020,Data Centers,Telecomm,United Kingdom,127
02/01/2020,Data Centers,Telecomm,USA,"7,147"
03/01/2020,Data Centers,Telecomm,USA,"1,218"
04/01/2020,Data Centers,Telecomm,USA,"2,039"
06/01/2020,Data Centers,Telecomm,USA,"3,780"
07/01/2020,Data Centers,Telecomm,USA,"4,020"
08/01/2020,Data Centers,Telecomm,USA,"4,020"
09/01/2020,Data Centers,Telecomm,USA,"4,020"
10/01/2020,Data Centers,Telecomm,USA,"4,020"
11/01/2020,Data Centers,Telecomm,USA,"4,020"
12/01/2020,Data Centers,Telecomm,USA,"4,020"
03/01/2020,Data Centers,Training,Austria,33
07/01/2020,Data Centers,Training,Austria,250
08/01/2020,Data Centers,Training,Austria,250
09/01/2020,Data Centers,Training,Austria,250
10/01/2020,Data Centers,Training,Austria,250
11/01/2020,Data Centers,Training,Austria,250
12/01/2020,Data Centers,Training,Austria,250
07/01/2020,Data Centers,Training,Germany,273
08/01/2020,Data Centers,Training,Germany,273
09/01/2020,Data Centers,Training,Germany,273
10/01/2020,Data Centers,Training,Germany,273
11/01/2020,Data Centers,Training,Germany,273
12/01/2020,Data Centers,Training,Germany,273
01/01/2020,Data Centers,Training,Netherlands,56
07/01/2020,Data Centers,Training,Spain,30
08/01/2020,Data Centers,Training,Spain,30
09/01/2020,Data Centers,Training,Spain,30
10/01/2020,Data Centers,Training,Spain,30
11/01/2020,Data Centers,Training,Spain,30
12/01/2020,Data Centers,Training,Spain,30
01/01/2020,Data Centers,Training,United Kingdom,"1,723"
02/01/2020,Data Centers,Training,United Kingdom,580
03/01/2020,Data Centers,Training,United Kingdom,574
06/01/2020,Data Centers,Training,United Kingdom,464
07/01/2020,Data Centers,Training,United Kingdom,423
08/01/2020,Data Centers,Training,United Kingdom,423
09/01/2020,Data Centers,Training,United Kingdom,423
10/01/2020,Data Centers,Training,United Kingdom,423
11/01/2020,Data Centers,Training,United Kingdom,423
12/01/2020,Data Centers,Training,United Kingdom,423
01/01/2020,Data Centers,Training,USA,"3,980"
02/01/2020,Data Centers,Training,USA,"2,718"
03/01/2020,Data Centers,Training,USA,"2,807"
04/01/2020,Data Centers,Training,USA,"1,437"
05/01/2020,Data Centers,Training,USA,"4,043"
06/01/2020,Data Centers,Training,USA,"1,615"
07/01/2020,Data Centers,Training,USA,"1,057"
08/01/2020,Data Centers,Training,USA,"2,653"
09/01/2020,Data Centers,Training,USA,473
10/01/2020,Data Centers,Training,USA,"1,057"
11/01/2020,Data Centers,Training,USA,"2,653"
12/01/2020,Data Centers,Training,USA,473
07/01/2020,Data Centers,Travel,Austria,106
08/01/2020,Data Centers,Travel,Austria,106
09/01/2020,Data Centers,Travel,Austria,106
10/01/2020,Data Centers,Travel,Austria,106
11/01/2020,Data Centers,Travel,Austria,106
12/01/2020,Data Centers,Travel,Austria,106
03/01/2020,Data Centers,Travel,Germany,99
04/01/2020,Data Centers,Travel,Germany,379
06/01/2020,Data Centers,Travel,Germany,50
07/01/2020,Data Centers,Travel,Germany,655
08/01/2020,Data Centers,Travel,Germany,655
09/01/2020,Data Centers,Travel,Germany,655
10/01/2020,Data Centers,Travel,Germany,655
11/01/2020,Data Centers,Travel,Germany,655
12/01/2020,Data Centers,Travel,Germany,655
01/01/2020,Data Centers,Travel,Netherlands,"1,265"
02/01/2020,Data Centers,Travel,Netherlands,381
03/01/2020,Data Centers,Travel,Netherlands,-5
04/01/2020,Data Centers,Travel,Netherlands,-19
05/01/2020,Data Centers,Travel,Netherlands,-20
06/01/2020,Data Centers,Travel,Netherlands,-13
02/01/2020,Data Centers,Travel,Spain,206
03/01/2020,Data Centers,Travel,Spain,277
05/01/2020,Data Centers,Travel,Spain,317
06/01/2020,Data Centers,Travel,Spain,210
07/01/2020,Data Centers,Travel,Spain,234
08/01/2020,Data Centers,Travel,Spain,234
09/01/2020,Data Centers,Travel,Spain,234
10/01/2020,Data Centers,Travel,Spain,234
11/01/2020,Data Centers,Travel,Spain,234
12/01/2020,Data Centers,Travel,Spain,234
01/01/2020,Data Centers,Travel,United Kingdom,"2,409"
02/01/2020,Data Centers,Travel,United Kingdom,"2,030"
03/01/2020,Data Centers,Travel,United Kingdom,784
04/01/2020,Data Centers,Travel,United Kingdom,649
05/01/2020,Data Centers,Travel,United Kingdom,"2,155"
06/01/2020,Data Centers,Travel,United Kingdom,"1,398"
07/01/2020,Data Centers,Travel,United Kingdom,"1,591"
08/01/2020,Data Centers,Travel,United Kingdom,"1,591"
09/01/2020,Data Centers,Travel,United Kingdom,"1,591"
10/01/2020,Data Centers,Travel,United Kingdom,"1,591"
11/01/2020,Data Centers,Travel,United Kingdom,"1,591"
12/01/2020,Data Centers,Travel,United Kingdom,"1,591"
01/01/2020,Data Centers,Travel,USA,"1,102"
02/01/2020,Data Centers,Travel,USA,124
03/01/2020,Data Centers,Travel,USA,626
04/01/2020,Data Centers,Travel,USA,200
05/01/2020,Data Centers,Travel,USA,"1,530"
06/01/2020,Data Centers,Travel,USA,"5,390"
07/01/2020,Data Centers,Travel,USA,"3,421"
08/01/2020,Data Centers,Travel,USA,"5,859"
09/01/2020,Data Centers,Travel,USA,"4,021"
10/01/2020,Data Centers,Travel,USA,"4,021"
11/01/2020,Data Centers,Travel,USA,"5,859"
12/01/2020,Data Centers,Travel,USA,"3,421"
01/01/2020,Data Centers,Vehicles,Netherlands,339
02/01/2020,Data Centers,Vehicles,Netherlands,329
03/01/2020,Data Centers,Vehicles,Netherlands,474
04/01/2020,Data Centers,Vehicles,Netherlands,323
05/01/2020,Data Centers,Vehicles,Netherlands,418
06/01/2020,Data Centers,Vehicles,Netherlands,447
06/01/2020,Data Centers,Vehicles,Spain,342
01/01/2020,Data Centers,Vehicles,United Kingdom,32
02/01/2020,Data Centers,Vehicles,United Kingdom,16
05/01/2020,Data Centers,Vehicles,United Kingdom,1
06/01/2020,Data Centers,Vehicles,United Kingdom,1
07/01/2020,Data Management,Administrative,Germany,-491
08/01/2020,Data Management,Administrative,Germany,-491
09/01/2020,Data Management,Administrative,Germany,-491
10/01/2020,Data Management,Administrative,Germany,-491
11/01/2020,Data Management,Administrative,Germany,-491
12/01/2020,Data Management,Administrative,Germany,-491
01/01/2020,Data Management,Amortization,Germany,441
02/01/2020,Data Management,Amortization,Germany,455
03/01/2020,Data Management,Amortization,Germany,457
01/01/2020,Data Management,Depreciation,Germany,"4,597"
02/01/2020,Data Management,Depreciation,Germany,"4,741"
03/01/2020,Data Management,Depreciation,Germany,"4,379"
04/01/2020,Data Management,Depreciation,Germany,"4,488"
05/01/2020,Data Management,Depreciation,Germany,"4,713"
06/01/2020,Data Management,Depreciation,Germany,"4,547"
07/01/2020,Data Management,Depreciation,Germany,"4,590"
08/01/2020,Data Management,Depreciation,Germany,"4,590"
09/01/2020,Data Management,Depreciation,Germany,"4,590"
10/01/2020,Data Management,Depreciation,Germany,"4,590"
11/01/2020,Data Management,Depreciation,Germany,"4,590"
12/01/2020,Data Management,Depreciation,Germany,"4,590"
04/01/2020,Data Management,External Labor,Germany,16
01/01/2020,Data Management,Hardware,Germany,"1,247"
04/01/2020,Data Management,Hardware,Germany,213
02/01/2020,Data Management,Internal Labor,Germany,"7,242"
03/01/2020,Data Management,Internal Labor,Germany,"3,235"
04/01/2020,Data Management,Internal Labor,Germany,"2,870"
05/01/2020,Data Management,Internal Labor,Germany,"2,988"
06/01/2020,Data Management,Internal Labor,Germany,"2,912"
07/01/2020,Data Management,Internal Labor,Germany,"4,023"
08/01/2020,Data Management,Internal Labor,Germany,"4,023"
09/01/2020,Data Management,Internal Labor,Germany,"4,023"
10/01/2020,Data Management,Internal Labor,Germany,"4,023"
11/01/2020,Data Management,Internal Labor,Germany,"4,023"
12/01/2020,Data Management,Internal Labor,Germany,"4,023"
01/01/2020,Data Management,Internal Labor,Spain,"2,815"
02/01/2020,Data Management,Internal Labor,Spain,"2,903"
03/01/2020,Data Management,Internal Labor,Spain,"2,964"
04/01/2020,Data Management,Internal Labor,Spain,"3,038"
05/01/2020,Data Management,Internal Labor,Spain,"3,190"
06/01/2020,Data Management,Internal Labor,Spain,"3,077"
07/01/2020,Data Management,Internal Labor,Spain,"4,023"
08/01/2020,Data Management,Internal Labor,Spain,"4,023"
09/01/2020,Data Management,Internal Labor,Spain,"4,023"
10/01/2020,Data Management,Internal Labor,Spain,"4,023"
11/01/2020,Data Management,Internal Labor,Spain,"4,023"
12/01/2020,Data Management,Internal Labor,Spain,"4,023"
01/01/2020,Data Management,Other,Germany,"106,627"
03/01/2020,Data Management,Other,Germany,"-110,385"
04/01/2020,Data Management,Other,Germany,"59,823"
06/01/2020,Data Management,Other,Germany,"-60,599"
02/01/2020,Data Management,Other,Spain,127
04/01/2020,Data Management,Other,Spain,108
01/01/2020,Data Management,Supplies,Germany,60
02/01/2020,Data Management,Supplies,Germany,229
03/01/2020,Data Management,Supplies,Germany,110
04/01/2020,Data Management,Supplies,Germany,61
06/01/2020,Data Management,Supplies,Germany,-40
01/01/2020,Data Management,Telecomm,Germany,"-15,386"
02/01/2020,Data Management,Telecomm,Germany,"19,169"
03/01/2020,Data Management,Telecomm,Germany,"20,789"
04/01/2020,Data Management,Telecomm,Germany,"-22,669"
05/01/2020,Data Management,Telecomm,Germany,"6,810"
06/01/2020,Data Management,Telecomm,Germany,"-1,512"
01/01/2020,Data Management,Telecomm,Spain,70
02/01/2020,Data Management,Telecomm,Spain,5
01/01/2020,Data Management,Training,Germany,299
02/01/2020,Data Management,Training,Spain,9
05/01/2020,Data Management,Training,Spain,24
06/01/2020,Data Management,Travel,Germany,111
02/01/2020,Data Management,Travel,Spain,556
04/01/2020,Data Management,Travel,Spain,217
06/01/2020,Data Management,Travel,Spain,189
01/01/2020,Data Management,Vehicles,Spain,141
02/01/2020,Data Management,Vehicles,Spain,272
03/01/2020,Data Management,Vehicles,Spain,146
05/01/2020,Data Management,Vehicles,Spain,158
06/01/2020,Data Management,Vehicles,Spain,152
07/01/2020,Development,Administrative,USA,"-153,927"
08/01/2020,Development,Administrative,USA,"-153,927"
09/01/2020,Development,Administrative,USA,"-153,927"
01/01/2020,Development,Amortization,USA,"6,087"
01/01/2020,Development,Depreciation,USA,"-6,087"
01/01/2020,Development,Employee Performance,USA,28
02/01/2020,Development,Employee Performance,USA,224
03/01/2020,Development,Employee Performance,USA,46
04/01/2020,Development,Employee Performance,USA,555
05/01/2020,Development,Employee Performance,USA,"1,561"
06/01/2020,Development,Employee Performance,USA,274
01/01/2020,Development,External Labor,Germany,"5,330"
02/01/2020,Development,External Labor,Germany,"5,729"
03/01/2020,Development,External Labor,Germany,"4,812"
04/01/2020,Development,External Labor,Germany,"5,899"
06/01/2020,Development,External Labor,Germany,"1,863"
07/01/2020,Development,External Labor,Spain,68
08/01/2020,Development,External Labor,Spain,68
09/01/2020,Development,External Labor,Spain,68
10/01/2020,Development,External Labor,Spain,68
11/01/2020,Development,External Labor,Spain,68
12/01/2020,Development,External Labor,Spain,68
01/01/2020,Development,External Labor,United Kingdom,690
03/01/2020,Development,External Labor,United Kingdom,"1,628"
04/01/2020,Development,External Labor,United Kingdom,718
05/01/2020,Development,External Labor,United Kingdom,"1,677"
06/01/2020,Development,External Labor,United Kingdom,68
07/01/2020,Development,External Labor,United Kingdom,"1,085"
08/01/2020,Development,External Labor,United Kingdom,"1,085"
09/01/2020,Development,External Labor,United Kingdom,"1,085"
10/01/2020,Development,External Labor,United Kingdom,551
11/01/2020,Development,External Labor,United Kingdom,551
12/01/2020,Development,External Labor,United Kingdom,551
01/01/2020,Development,External Labor,USA,"1,902"
02/01/2020,Development,External Labor,USA,"53,561"
03/01/2020,Development,External Labor,USA,"57,899"
04/01/2020,Development,External Labor,USA,"110,199"
05/01/2020,Development,External Labor,USA,"55,847"
06/01/2020,Development,External Labor,USA,"150,454"
07/01/2020,Development,External Labor,USA,"217,835"
08/01/2020,Development,External Labor,USA,"230,449"
09/01/2020,Development,External Labor,USA,"340,373"
10/01/2020,Development,External Labor,USA,"352,092"
11/01/2020,Development,External Labor,USA,"302,618"
12/01/2020,Development,External Labor,USA,"369,979"
01/01/2020,Development,Hardware,USA,48
02/01/2020,Development,Hardware,USA,874
03/01/2020,Development,Hardware,USA,"1,506"
04/01/2020,Development,Hardware,USA,98
05/01/2020,Development,Hardware,USA,147
06/01/2020,Development,Hardware,USA,"9,206"
07/01/2020,Development,Hardware,USA,"47,800"
08/01/2020,Development,Hardware,USA,"22,000"
09/01/2020,Development,Hardware,USA,"8,500"
10/01/2020,Development,Hardware,USA,"30,000"
11/01/2020,Development,Hardware,USA,"18,000"
12/01/2020,Development,Hardware,USA,"36,000"
07/01/2020,Development,Hardware Maintenance,United Kingdom,97
08/01/2020,Development,Hardware Maintenance,United Kingdom,97
09/01/2020,Development,Hardware Maintenance,United Kingdom,97
10/01/2020,Development,Hardware Maintenance,United Kingdom,97
11/01/2020,Development,Hardware Maintenance,United Kingdom,97
12/01/2020,Development,Hardware Maintenance,United Kingdom,97
07/01/2020,Development,Hardware Maintenance,USA,"5,013"
08/01/2020,Development,Hardware Maintenance,USA,"5,013"
09/01/2020,Development,Hardware Maintenance,USA,"5,013"
10/01/2020,Development,Hardware Maintenance,USA,"5,013"
11/01/2020,Development,Hardware Maintenance,USA,"5,013"
12/01/2020,Development,Hardware Maintenance,USA,"5,016"
01/01/2020,Development,Inbound Allocations,United Kingdom,116
02/01/2020,Development,Inbound Allocations,United Kingdom,59
03/01/2020,Development,Inbound Allocations,United Kingdom,7
04/01/2020,Development,Inbound Allocations,United Kingdom,404
05/01/2020,Development,Inbound Allocations,United Kingdom,113
07/01/2020,Development,Inbound Allocations,United Kingdom,"1,587"
08/01/2020,Development,Inbound Allocations,United Kingdom,"1,587"
09/01/2020,Development,Inbound Allocations,United Kingdom,"1,587"
10/01/2020,Development,Inbound Allocations,United Kingdom,"1,661"
11/01/2020,Development,Inbound Allocations,United Kingdom,"1,661"
12/01/2020,Development,Inbound Allocations,United Kingdom,"1,661"
02/01/2020,Development,Internal Labor,Belgium,"13,040"
03/01/2020,Development,Internal Labor,Belgium,"6,642"
04/01/2020,Development,Internal Labor,Belgium,"5,293"
05/01/2020,Development,Internal Labor,Belgium,"7,190"
06/01/2020,Development,Internal Labor,Belgium,"10,585"
07/01/2020,Development,Internal Labor,Belgium,"6,600"
08/01/2020,Development,Internal Labor,Belgium,"6,600"
09/01/2020,Development,Internal Labor,Belgium,"6,600"
10/01/2020,Development,Internal Labor,Belgium,"6,600"
11/01/2020,Development,Internal Labor,Belgium,"6,600"
12/01/2020,Development,Internal Labor,Belgium,"6,600"
01/01/2020,Development,Internal Labor,Germany,"10,271"
02/01/2020,Development,Internal Labor,Germany,"-10,752"
03/01/2020,Development,Internal Labor,Germany,"1,350"
04/01/2020,Development,Internal Labor,Germany,"1,384"
05/01/2020,Development,Internal Labor,Germany,"1,453"
06/01/2020,Development,Internal Labor,Germany,"1,402"
01/01/2020,Development,Internal Labor,Spain,"3,548"
02/01/2020,Development,Internal Labor,Spain,"3,658"
03/01/2020,Development,Internal Labor,Spain,"3,737"
04/01/2020,Development,Internal Labor,Spain,"3,830"
05/01/2020,Development,Internal Labor,Spain,"6,997"
06/01/2020,Development,Internal Labor,Spain,"-1,545"
07/01/2020,Development,Internal Labor,Spain,"2,717"
08/01/2020,Development,Internal Labor,Spain,"2,717"
09/01/2020,Development,Internal Labor,Spain,"2,717"
10/01/2020,Development,Internal Labor,Spain,"3,657"
11/01/2020,Development,Internal Labor,Spain,"3,657"
12/01/2020,Development,Internal Labor,Spain,"3,657"
01/01/2020,Development,Internal Labor,United Kingdom,"6,374"
02/01/2020,Development,Internal Labor,United Kingdom,"6,593"
03/01/2020,Development,Internal Labor,United Kingdom,"8,297"
04/01/2020,Development,Internal Labor,United Kingdom,"7,094"
05/01/2020,Development,Internal Labor,United Kingdom,"7,434"
06/01/2020,Development,Internal Labor,United Kingdom,"7,287"
07/01/2020,Development,Internal Labor,United Kingdom,"7,223"
